2021-08-16 11:06:46,21.27
2021-08-16 11:11:46,21.16
2021-08-16 11:16:45,21.19
2021-08-16 11:21:45,21.03
2021-08-16 11:26:45,20.89
2021-08-16 11:31:45,21.03
2021-08-16 11:36:45,20.97
2021-08-16 11:41:46,20.89
2021-08-16 11:46:45,20.89
2021-08-16 11:51:46,20.89
2021-08-16 11:56:46,21.03
2021-08-16 12:01:46,20.92
2021-08-16 12:06:46,21.08
2021-08-16 12:11:46,21.08
2021-08-16 12:16:46,20.86
2021-08-16 12:21:46,20.76
2021-08-16 12:26:46,20.67
2021-08-16 12:31:46,20.89
2021-08-16 12:36:46,20.67
2021-08-16 12:41:46,20.84
2021-08-16 12:46:46,20.84
2021-08-16 12:51:46,21.08
2021-08-16 12:56:46,20.89
2021-08-16 13:01:45,21.03
2021-08-16 13:06:46,20.97
2021-08-16 13:11:46,21.03
2021-08-16 13:16:46,20.95
2021-08-16 13:21:46,20.95
2021-08-16 13:26:46,20.78
2021-08-16 13:31:46,21
2021-08-16 13:36:46,20.84
2021-08-16 13:41:46,20.78
2021-08-16 13:46:46,20.81
2021-08-16 13:51:46,20.65
2021-08-16 13:56:46,20.81
2021-08-16 14:01:46,20.7
2021-08-16 14:06:46,20.84
2021-08-16 14:11:46,20.7
2021-08-16 14:16:46,20.73
2021-08-16 14:21:45,20.81
2021-08-16 14:26:45,20.92
2021-08-16 14:31:45,20.86
2021-08-16 14:36:46,20.84
2021-08-16 14:41:46,20.86
2021-08-16 14:46:46,21.11
2021-08-16 14:51:46,21.05
2021-08-16 14:56:46,20.97
2021-08-16 15:01:46,20.97
2021-08-16 15:06:46,21.16
2021-08-16 15:12:18,21.14
2021-08-16 15:16:46,21.11
2021-08-16 15:21:46,21.03
2021-08-16 15:26:46,21.11
2021-08-16 15:31:46,21.22
2021-08-16 15:36:46,21.19
2021-08-16 15:41:46,21.19
2021-08-16 15:46:45,21.19
2021-08-16 15:51:45,21.19
2021-08-16 15:56:45,20.19
2021-08-16 16:01:45,20.51
2021-08-16 16:06:46,20.27
2021-08-16 16:11:46,21.16
2021-08-16 16:16:46,21.14
2021-08-16 16:21:46,21.03
2021-08-16 16:26:46,21
2021-08-16 16:31:46,20.95
2021-08-16 16:36:46,20.86
2021-08-16 16:41:46,20.65
2021-08-16 16:46:46,20.54
2021-08-16 16:51:46,20.4
2021-08-16 16:56:46,20.13
2021-08-16 17:01:46,19.89
2021-08-16 17:06:46,14.16
